,InvaCost_ID,Cost_ID,Repository,Reference_ID,Reference_title,Authors,Abstract,Publication_year,Language,Type_of_material,Previous_materials,Availability,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Common_name,Environment,Environment_IAS,HabitatVerbatim,Habitat,urbanArea,protectedArea,Island,Geographic_region,Official_country,State|Province|Administrative_area,Location,Spatial_scale,Period_of_estimation,Time_range,Probable_starting_year,Probable_ending_year,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Occurrence,Raw_cost_estimate_original_currency,Min_Raw_cost_estimate_original_currency,Max_Raw_cost_estimate_original_currency,Raw_cost_estimate_2017_USD_exchange_rate,Raw_cost_estimate_2017_USD_PPP,Cost_estimate_per_year_original_currency,Cost_estimate_per_year_2017_USD_exchange_rate,Cost_estimate_per_year_2017_USD_PPP,Currency,Applicable_year,Type_of_applicable_year,Implementation,Acquisition_method,Impacted_sector,Type_of_cost,Type_of_cost_merged,Management_type,Method_reliability,Method_reliability_refined,Method_reliability_Explanation,Method_reliability_Expert_Name,Overlap,Benefit_value(s),Details,Initial contributors_names,Double-checking
3189,IC_2.1_1002,NE1003,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus setaceus,,Fountaingrass,Terrestrial,Terrestrial,Marine and continental cliffs,,other,,N,Europe,Spain,Valencia,Alicante,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,1177.6,,,1619.84332573759,1840.84725337128,1177.6,1619.84332573759,1840.84725337128,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,"Acantilados, marinos y continentales. Original species name is a synonym. Name in the document = Pennisetum setaceum",Liliana Ballesteros-Mejia/Elena Angulo,Yes
3190,IC_2.1_1003,NE1004,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus setaceus,,Fountaingrass,Terrestrial,Terrestrial,Marine and continental cliffs,,other,,N,Europe,Spain,Valencia,Benissa,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,128.0,,,176.069926710608,200.092092757748,128.0,176.069926710608,200.092092757748,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,"Acantilados, marinos y continentales. Original species name is a synonym. Name in the document = Pennisetum setaceum",Liliana Ballesteros-Mejia/Elena Angulo,Yes
3191,IC_2.1_1004,NE1005,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus setaceus,,Fountaingrass,Terrestrial,Terrestrial,Marine and continental cliffs,,other,,N,Europe,Spain,Valencia,Calpe,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,168.96,,,232.412303258002,264.121562440227,168.96,232.412303258002,264.121562440227,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,"Acantilados, marinos y continentales. Original species name is a synonym. Name in the document = Pennisetum setaceum",Liliana Ballesteros-Mejia/Elena Angulo,Yes
3192,IC_2.1_1005,NE1006,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus setaceus,,Fountaingrass,Terrestrial,Terrestrial,Marine and continental cliffs,,other,,N,Europe,Spain,Valencia,El Campello,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,281.6,,,387.353838763337,440.202604067045,281.6,387.353838763337,440.202604067045,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,"Acantilados, marinos y continentales. Original species name is a synonym. Name in the document = Pennisetum setaceum",Liliana Ballesteros-Mejia/Elena Angulo,Yes
3193,IC_2.1_1006,NE1007,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum,Pittosporum tobira,,Australian laurel,Terrestrial,Terrestrial,Marine and continental cliffs,,other,,N,Europe,Spain,Valencia,Denia,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,256.0,,,352.139853421215,400.184185515496,256.0,352.139853421215,400.184185515496,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,"Acantilados, marinos y continentales",Liliana Ballesteros-Mejia/Elena Angulo,Yes
3194,IC_2.1_1007,NE1008,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia cyclops,,,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Benissa,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,256.0,,,352.139853421215,400.184185515496,256.0,352.139853421215,400.184185515496,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3195,IC_2.1_1008,NE1009,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia cyclops,,,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Calpe,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,307.2,,,422.567824105458,480.221022618595,307.2,422.567824105458,480.221022618595,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3196,IC_2.1_1009,NE1010,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia cyclops,,,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Teulada,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,2944.0,,,4049.60831434397,4602.1181334282,2944.0,4049.60831434397,4602.1181334282,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3197,IC_2.1_1010,NE1011,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia melanoxylon,,,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,La Pobla de Tornesa,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,1228.8,,,1690.27129642183,1920.88409047438,1228.8,1690.27129642183,1920.88409047438,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3198,IC_2.1_1011,NE1012,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia saligna,,,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Javea,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,1024.0,,,1408.55941368486,1600.73674206198,1024.0,1408.55941368486,1600.73674206198,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3199,IC_2.1_1012,NE1013,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia saligna,,,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Teulada,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,384.0,,,528.209780131823,600.276278273243,384.0,528.209780131823,600.276278273243,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3200,IC_2.1_1013,NE1014,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave americana,,American aloe,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Benicasim,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,256.0,,,352.139853421215,400.184185515496,256.0,352.139853421215,400.184185515496,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3201,IC_2.1_1014,NE1015,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave americana,,American aloe,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Canet lo Roig,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,158.72,,,218.326709121153,248.114195019607,158.72,218.326709121153,248.114195019607,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3202,IC_2.1_1015,NE1016,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave americana,,American aloe,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Traiguera,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,204.8,,,281.711882736972,320.147348412396,204.8,281.711882736972,320.147348412396,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3203,IC_2.1_1016,NE1017,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave americana,,American aloe,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Vall de Uxo,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,384.0,,,528.209780131823,600.276278273243,384.0,528.209780131823,600.276278273243,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3204,IC_2.1_1017,NE1018,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave americana,,American aloe,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Vall de Almonacid,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,716.8,,,985.991589579402,1120.51571944339,716.8,985.991589579402,1120.51571944339,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3205,IC_2.1_1018,NE1019,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,Y,N,Europe,Spain,Valencia,Alcoy,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,8371.2,,,11514.9732068737,13086.0228663567,8371.2,11514.9732068737,13086.0228663567,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3206,IC_2.1_1019,NE1020,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Banyeres de Mariola,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,1588.48,,,2185.02779047864,2483.14287112365,1588.48,2185.02779047864,2483.14287112365,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3207,IC_2.1_1020,NE1021,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Belgida,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,512.0,,,704.27970684243,800.368371030991,512.0,704.27970684243,800.368371030991,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3208,IC_2.1_1021,NE1022,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Beniatjar,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,2355.2,,,3239.68665147518,3681.69450674256,2355.2,3239.68665147518,3681.69450674256,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3209,IC_2.1_1022,NE1023,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Bocairent,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,166.4,,,228.89090472379,260.119720585072,166.4,228.89090472379,260.119720585072,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3210,IC_2.1_1023,NE1024,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Cabanes,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,2156.8,,,2966.77826507374,3371.55176296805,2156.8,2966.77826507374,3371.55176296805,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3211,IC_2.1_1024,NE1025,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Castell de Castells,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,1024.0,,,1408.55941368486,1600.73674206198,1024.0,1408.55941368486,1600.73674206198,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3212,IC_2.1_1025,NE1026,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Chiva,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,230.4,,,316.925868079094,360.165766963946,230.4,316.925868079094,360.165766963946,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
3213,IC_2.1_1026,NE1027,TC,SP_29,Actuaciones de control de especies invasoras. Memoria Anual 2014,Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural,,2015,Spanish,Official report,,Yes,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,,Ailant,Terrestrial,Terrestrial,Shrubland & Forests,,other,,N,Europe,Spain,Valencia,Gaianes,Site,2014,Year,2014,2014,2014.0,2014.0,One-time,288.0,,,396.157335098867,450.207208704932,288.0,396.157335098867,450.207208704932,EUR,2014,Effective,Observed,Report/Estimation,Authorities-Stakeholders,Control,Management,Post-invasion_management,High,,,,,no,Matorrales y bosques,Liliana Ballesteros-Mejia/Elena Angulo,Yes
